collection_no,source_database,collection.authorizer,class_name,class_extant,order_name,order_extant,family_name,family_extant,parent_rank,parent_name,parent_extant,genus_extant,species_extant,occurrence.genus_reso,occurrence.genus_name,occurrence.subgenus_reso,occurrence.subgenus_name,occurrence.species_reso,occurrence.species_name,taxon_no,original.genus_reso,original.genus_name,original.subgenus_reso,original.subgenus_name,original.species_reso,original.species_name,taxon_no,occurrence.authorizer,occurrence.enterer,occurrence.modifier,occurrence_no,abund_value,abund_unit,occurrence.reference_no,comments,occurrence.created,occurrence.modified,plant_organ,plant_organ2,original.authorizer,original.enterer,original.modifier,original.reference_no,comments,original.created,original.modified,plant_organ,attached,life_habit,depth_habitat,taxon_environment,grouping,first_author,second_author,other_authors,year_named,preservation,type_specimen,type_body_part,type_locality,form_taxon,common_name,collection.enterer,collection.modifier,collection_subset,collection.reference_no,pubyr,collection_name,collection_aka,country,state,county,plate,latdec,lngdec,latlng_basis,paleolatdec,paleolngdec,geogscale,spatial_resolution,geogcomments,period,epoch,subepoch,stage,10_my_bin,FR2_bin,max_interval,min_interval,direct_ma,direct_ma_error,direct_ma_method,max_ma,max_ma_error,max_ma_method,min_ma,min_ma_error,min_ma_method,interval_base,interval_top,interval_midpoint,interpolated_base,interpolated_top,interpolated_mid,ma_max,ma_min,ma_mid,zone,research_group,geological_group,formation,member,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratscale,stratcomments,lithdescript,lithadj,lithification,minor_lithology,lithology1,fossilsfrom1,lithification2,minor_lithology2,lithadj2,lithology2,fossilsfrom2,environment,tectonic_setting,pres_mode,geology_comments,spatial_resolution,temporal_resolution,feed_pred_traces,encrustation,bioerosion,fragmentation,sorting,art_whole_bodies,disart_assoc_maj_elems,lagerstatten,concentration,orientation,preservation_quality,abund_in_sediment,assembl_comps,taphonomy_comments,collection_type,collection_coverage,coll_meth,collection_size,collection_size_unit,museum,collectors,collection_dates,rock_censused_unit,rock_censused,collection_comments,taxonomy_comments,collection.created,collection.modified
58013,PaleoDB,"N. Heim",Rhynchonellata,yes,Spiriferida,no,Spiriferidae,,subfamily,Prospirinae,,no,,,Unispirifer,,,,striatoconvolutus,29727,,,,,,,,"N. Heim","N. Heim",,558610,,,15598,,"2006-01-16 11:13:14","2006-01-17 06:13:14",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,15598,1963,"L.216, Bingleburra Formation, Lweinsborrk-Trevallyn fault Block, New South Wales",,Australia,"New South Wales",,801,-32.433,151.567,"based on nearby landmark",-35.04,145.36,"small collection",autochthonous,Lweinsbrook is situated 2.5 miles south-east of the town of Gresford [Lat and Long provided are for Gresford] and approximately 40 miles north-east of Newcastle (text-fig. 1).    Locality grid reference number 46079882 from Dungog 1 Mile Military Sheet,Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",Burindi,Bingleburra,,,L.215,,"no particular order","Lewinsbrook-Trevallyn Fault Block",,,,bed,"the age is described as Upper Tournaisian","The Bingleburra Formation (approximately 3,000 feet in thickness) consists of mudstones, siltstones, oolitic and crinoidal limestones and interbedded sandstones and congliomerates. L.216, approximatley 15 ft. above L.215, is in a dark grey siltstone containing abundant Rhipidomella austrailis (McCoy).",gray,lithified,,siltstone,Y,,,,,,"transition zone/lower shoreface",,"body,mold/impression",,autochthonous,,,,,,,,,,,,excellent,,macrofossils,,taxonomic,ichnofossils,"field collection",,,,,,,,"All specimens reposited in The Univeristy of New England Palaeontological Collection (New South Wales, Australia)",,"2006-01-16 11:10:31","2006-01-18 01:55:38"
58013,PaleoDB,"N. Heim",Lingulata,yes,Lingulida,yes,Discinidae,,family,Discinidae,,no,,,Orbiculoidea,,,,sp.,26527,,,,,,,,"N. Heim","N. Heim",,558611,,,15598,,"2006-01-16 11:13:14","2006-01-17 06:13:14",,,,,,,,,,,yes,"low-level epifaunal",,,,"A. d'Orbigny",,,1849,"not a trace",,,,no,,"N. Heim","N. Heim",,15598,1963,"L.216, Bingleburra Formation, Lweinsborrk-Trevallyn fault Block, New South Wales",,Australia,"New South Wales",,801,-32.433,151.567,"based on nearby landmark",-35.04,145.36,"small collection",autochthonous,Lweinsbrook is situated 2.5 miles south-east of the town of Gresford [Lat and Long provided are for Gresford] and approximately 40 miles north-east of Newcastle (text-fig. 1).    Locality grid reference number 46079882 from Dungog 1 Mile Military Sheet,Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",Burindi,Bingleburra,,,L.215,,"no particular order","Lewinsbrook-Trevallyn Fault Block",,,,bed,"the age is described as Upper Tournaisian","The Bingleburra Formation (approximately 3,000 feet in thickness) consists of mudstones, siltstones, oolitic and crinoidal limestones and interbedded sandstones and congliomerates. L.216, approximatley 15 ft. above L.215, is in a dark grey siltstone containing abundant Rhipidomella austrailis (McCoy).",gray,lithified,,siltstone,Y,,,,,,"transition zone/lower shoreface",,"body,mold/impression",,autochthonous,,,,,,,,,,,,excellent,,macrofossils,,taxonomic,ichnofossils,"field collection",,,,,,,,"All specimens reposited in The Univeristy of New England Palaeontological Collection (New South Wales, Australia)",,"2006-01-16 11:10:31","2006-01-18 01:55:38"
58015,PaleoDB,"N. Heim",Rhynchonellata,yes,Orthida,,Rhipidomellidae,,subfamily,Rhipidomellinae,,no,,,Rhipidomella,,,,australis,26974,,,,,,,,"N. Heim","N. Heim",,558616,,,15598,,"2006-01-16 11:20:12","2006-01-17 06:20:12",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,15598,1963,"L.217, Bingleburra Formation, Lweinsborrk-Trevallyn fault Block, New South Wales",,Australia,"New South Wales",,801,-32.433,151.567,"based on nearby landmark",-35.04,145.36,"small collection",autochthonous,Lweinsbrook is situated 2.5 miles south-east of the town of Gresford [Lat and Long provided are for Gresford] and approximately 40 miles north-east of Newcastle (text-fig. 1).    Locality grid reference number 46069882 from Dungog 1 Mile Military Sheet,Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",Burindi,Bingleburra,,,L.215,,"no particular order","Lewinsbrook-Trevallyn Fault Block",,,,bed,"the age is described as Upper Tournaisian","The Bingleburra Formation (approximately 3,000 feet in thickness) consists of mudstones, siltstones, oolitic and crinoidal limestones and interbedded sandstones and congliomerates. L.217, spiriferoid horizon, three to four feet above L.216, contains Asyrinxia lata (McCoy), Brachythyris elliptica n.sp. and Acuminothyris triangularis n.sp. in a dark grey siltstone.",gray,lithified,,siltstone,Y,,,,,,"transition zone/lower shoreface",,"body,mold/impression",,autochthonous,,,,,,,,,,,,excellent,,macrofossils,,taxonomic,ichnofossils,"field collection",,,,,,,,"All specimens reposited in The Univeristy of New England Palaeontological Collection (New South Wales, Australia)",,"2006-01-16 11:16:46","2006-01-18 01:55:05"
58015,PaleoDB,"N. Heim",Rhynchonellata,yes,Orthida,,Schizophoriidae,,genus,Schizophoria,no,no,no,,Schizophoria,,,cf.,resupinata,203856,,,,,,,,"N. Heim","N. Heim",,558617,,,15598,,"2006-01-16 11:20:12","2006-01-17 06:20:12",,,,,,,,,,,yes,epifaunal,,,,Martin,,,1809,"body (3D)",,,,no,,"N. Heim","N. Heim",,15598,1963,"L.217, Bingleburra Formation, Lweinsborrk-Trevallyn fault Block, New South Wales",,Australia,"New South Wales",,801,-32.433,151.567,"based on nearby landmark",-35.04,145.36,"small collection",autochthonous,Lweinsbrook is situated 2.5 miles south-east of the town of Gresford [Lat and Long provided are for Gresford] and approximately 40 miles north-east of Newcastle (text-fig. 1).    Locality grid reference number 46069882 from Dungog 1 Mile Military Sheet,Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",Burindi,Bingleburra,,,L.215,,"no particular order","Lewinsbrook-Trevallyn Fault Block",,,,bed,"the age is described as Upper Tournaisian","The Bingleburra Formation (approximately 3,000 feet in thickness) consists of mudstones, siltstones, oolitic and crinoidal limestones and interbedded sandstones and congliomerates. L.217, spiriferoid horizon, three to four feet above L.216, contains Asyrinxia lata (McCoy), Brachythyris elliptica n.sp. and Acuminothyris triangularis n.sp. in a dark grey siltstone.",gray,lithified,,siltstone,Y,,,,,,"transition zone/lower shoreface",,"body,mold/impression",,autochthonous,,,,,,,,,,,,excellent,,macrofossils,,taxonomic,ichnofossils,"field collection",,,,,,,,"All specimens reposited in The Univeristy of New England Palaeontological Collection (New South Wales, Australia)",,"2006-01-16 11:16:46","2006-01-18 01:55:05"
58015,PaleoDB,"N. Heim",Strophomenata,,Productida,no,Productidae,,tribe,Kozlowskiini,,no,,,Eomarginifera,,,cf.,paradoxus,27352,,,,,,,,"N. Heim","N. Heim",,558618,,,15598,,"2006-01-16 11:20:12","2006-01-17 06:20:12",,,,,,,,,,,yes,"low-level epifaunal",,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,15598,1963,"L.217, Bingleburra Formation, Lweinsborrk-Trevallyn fault Block, New South Wales",,Australia,"New South Wales",,801,-32.433,151.567,"based on nearby landmark",-35.04,145.36,"small collection",autochthonous,Lweinsbrook is situated 2.5 miles south-east of the town of Gresford [Lat and Long provided are for Gresford] and approximately 40 miles north-east of Newcastle (text-fig. 1).    Locality grid reference number 46069882 from Dungog 1 Mile Military Sheet,Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",Burindi,Bingleburra,,,L.215,,"no particular order","Lewinsbrook-Trevallyn Fault Block",,,,bed,"the age is described as Upper Tournaisian","The Bingleburra Formation (approximately 3,000 feet in thickness) consists of mudstones, siltstones, oolitic and crinoidal limestones and interbedded sandstones and congliomerates. L.217, spiriferoid horizon, three to four feet above L.216, contains Asyrinxia lata (McCoy), Brachythyris elliptica n.sp. and Acuminothyris triangularis n.sp. in a dark grey siltstone.",gray,lithified,,siltstone,Y,,,,,,"transition zone/lower shoreface",,"body,mold/impression",,autochthonous,,,,,,,,,,,,excellent,,macrofossils,,taxonomic,ichnofossils,"field collection",,,,,,,,"All specimens reposited in The Univeristy of New England Palaeontological Collection (New South Wales, Australia)",,"2006-01-16 11:16:46","2006-01-18 01:55:05"
58015,PaleoDB,"N. Heim",Strophomenata,,Strophomenida,,Rafinesquinidae,,genus,Leptagonia,,,no,,Leptagonia,,,cf.,analoga,268639,,,,,,,,"N. Heim","N. Heim",,558619,,,15598,,"2006-01-16 11:20:12","2006-01-17 06:20:12",,,,,,,,,,,yes,epifaunal,,,,Phillips,,,1836,"body (3D)",,,,no,,"N. Heim","N. Heim",,15598,1963,"L.217, Bingleburra Formation, Lweinsborrk-Trevallyn fault Block, New South Wales",,Australia,"New South Wales",,801,-32.433,151.567,"based on nearby landmark",-35.04,145.36,"small collection",autochthonous,Lweinsbrook is situated 2.5 miles south-east of the town of Gresford [Lat and Long provided are for Gresford] and approximately 40 miles north-east of Newcastle (text-fig. 1).    Locality grid reference number 46069882 from Dungog 1 Mile Military Sheet,Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",Burindi,Bingleburra,,,L.215,,"no particular order","Lewinsbrook-Trevallyn Fault Block",,,,bed,"the age is described as Upper Tournaisian","The Bingleburra Formation (approximately 3,000 feet in thickness) consists of mudstones, siltstones, oolitic and crinoidal limestones and interbedded sandstones and congliomerates. L.217, spiriferoid horizon, three to four feet above L.216, contains Asyrinxia lata (McCoy), Brachythyris elliptica n.sp. and Acuminothyris triangularis n.sp. in a dark grey siltstone.",gray,lithified,,siltstone,Y,,,,,,"transition zone/lower shoreface",,"body,mold/impression",,autochthonous,,,,,,,,,,,,excellent,,macrofossils,,taxonomic,ichnofossils,"field collection",,,,,,,,"All specimens reposited in The Univeristy of New England Palaeontological Collection (New South Wales, Australia)",,"2006-01-16 11:16:46","2006-01-18 01:55:05"
58015,PaleoDB,"N. Heim",Rhynchonellata,yes,Spiriferida,no,Brachythyrididae,,family,Brachythyrididae,,no,,,Brachythyris,,,"n. sp.",elliptica,29134,,,,,,,,"N. Heim","N. Heim",,558620,,,15598,,"2006-01-16 11:20:12","2006-01-17 06:20:12",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,15598,1963,"L.217, Bingleburra Formation, Lweinsborrk-Trevallyn fault Block, New South Wales",,Australia,"New South Wales",,801,-32.433,151.567,"based on nearby landmark",-35.04,145.36,"small collection",autochthonous,Lweinsbrook is situated 2.5 miles south-east of the town of Gresford [Lat and Long provided are for Gresford] and approximately 40 miles north-east of Newcastle (text-fig. 1).    Locality grid reference number 46069882 from Dungog 1 Mile Military Sheet,Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",Burindi,Bingleburra,,,L.215,,"no particular order","Lewinsbrook-Trevallyn Fault Block",,,,bed,"the age is described as Upper Tournaisian","The Bingleburra Formation (approximately 3,000 feet in thickness) consists of mudstones, siltstones, oolitic and crinoidal limestones and interbedded sandstones and congliomerates. L.217, spiriferoid horizon, three to four feet above L.216, contains Asyrinxia lata (McCoy), Brachythyris elliptica n.sp. and Acuminothyris triangularis n.sp. in a dark grey siltstone.",gray,lithified,,siltstone,Y,,,,,,"transition zone/lower shoreface",,"body,mold/impression",,autochthonous,,,,,,,,,,,,excellent,,macrofossils,,taxonomic,ichnofossils,"field collection",,,,,,,,"All specimens reposited in The Univeristy of New England Palaeontological Collection (New South Wales, Australia)",,"2006-01-16 11:16:46","2006-01-18 01:55:05"
58015,PaleoDB,"N. Heim",Rhynchonellata,yes,Spiriferida,no,Spiriferidae,,subfamily,Prospirinae,,no,,,Unispirifer,,,,striatoconvolutus,29727,,,,,,,,"N. Heim","N. Heim",,558621,,,15598,,"2006-01-16 11:20:12","2006-01-17 06:20:12",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,15598,1963,"L.217, Bingleburra Formation, Lweinsborrk-Trevallyn fault Block, New South Wales",,Australia,"New South Wales",,801,-32.433,151.567,"based on nearby landmark",-35.04,145.36,"small collection",autochthonous,Lweinsbrook is situated 2.5 miles south-east of the town of Gresford [Lat and Long provided are for Gresford] and approximately 40 miles north-east of Newcastle (text-fig. 1).    Locality grid reference number 46069882 from Dungog 1 Mile Military Sheet,Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",Burindi,Bingleburra,,,L.215,,"no particular order","Lewinsbrook-Trevallyn Fault Block",,,,bed,"the age is described as Upper Tournaisian","The Bingleburra Formation (approximately 3,000 feet in thickness) consists of mudstones, siltstones, oolitic and crinoidal limestones and interbedded sandstones and congliomerates. L.217, spiriferoid horizon, three to four feet above L.216, contains Asyrinxia lata (McCoy), Brachythyris elliptica n.sp. and Acuminothyris triangularis n.sp. in a dark grey siltstone.",gray,lithified,,siltstone,Y,,,,,,"transition zone/lower shoreface",,"body,mold/impression",,autochthonous,,,,,,,,,,,,excellent,,macrofossils,,taxonomic,ichnofossils,"field collection",,,,,,,,"All specimens reposited in The Univeristy of New England Palaeontological Collection (New South Wales, Australia)",,"2006-01-16 11:16:46","2006-01-18 01:55:05"
58015,PaleoDB,"N. Heim",Strophomenata,,Productida,no,Productellidae,,tribe,Krotoviini,,no,,,Krotovia,,,,sp.,27522,,,,,,,,"N. Heim","N. Heim",,558622,,,15598,,"2006-01-16 11:20:12","2006-01-17 06:20:12",,,,,,,,,,,yes,"low-level epifaunal",,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,15598,1963,"L.217, Bingleburra Formation, Lweinsborrk-Trevallyn fault Block, New South Wales",,Australia,"New South Wales",,801,-32.433,151.567,"based on nearby landmark",-35.04,145.36,"small collection",autochthonous,Lweinsbrook is situated 2.5 miles south-east of the town of Gresford [Lat and Long provided are for Gresford] and approximately 40 miles north-east of Newcastle (text-fig. 1).    Locality grid reference number 46069882 from Dungog 1 Mile Military Sheet,Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",Burindi,Bingleburra,,,L.215,,"no particular order","Lewinsbrook-Trevallyn Fault Block",,,,bed,"the age is described as Upper Tournaisian","The Bingleburra Formation (approximately 3,000 feet in thickness) consists of mudstones, siltstones, oolitic and crinoidal limestones and interbedded sandstones and congliomerates. L.217, spiriferoid horizon, three to four feet above L.216, contains Asyrinxia lata (McCoy), Brachythyris elliptica n.sp. and Acuminothyris triangularis n.sp. in a dark grey siltstone.",gray,lithified,,siltstone,Y,,,,,,"transition zone/lower shoreface",,"body,mold/impression",,autochthonous,,,,,,,,,,,,excellent,,macrofossils,,taxonomic,ichnofossils,"field collection",,,,,,,,"All specimens reposited in The Univeristy of New England Palaeontological Collection (New South Wales, Australia)",,"2006-01-16 11:16:46","2006-01-18 01:55:05"
58015,PaleoDB,"N. Heim",Strophomenata,,Productida,no,Productellidae,,tribe,Productinini,,no,,,Productina,,,"n. sp.",globosa,27821,,,,,,,,"N. Heim","N. Heim",,558623,,,15598,,"2006-01-16 11:20:12","2006-01-17 06:20:12",,,,,,,,,,,yes,"low-level epifaunal",,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,15598,1963,"L.217, Bingleburra Formation, Lweinsborrk-Trevallyn fault Block, New South Wales",,Australia,"New South Wales",,801,-32.433,151.567,"based on nearby landmark",-35.04,145.36,"small collection",autochthonous,Lweinsbrook is situated 2.5 miles south-east of the town of Gresford [Lat and Long provided are for Gresford] and approximately 40 miles north-east of Newcastle (text-fig. 1).    Locality grid reference number 46069882 from Dungog 1 Mile Military Sheet,Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",Burindi,Bingleburra,,,L.215,,"no particular order","Lewinsbrook-Trevallyn Fault Block",,,,bed,"the age is described as Upper Tournaisian","The Bingleburra Formation (approximately 3,000 feet in thickness) consists of mudstones, siltstones, oolitic and crinoidal limestones and interbedded sandstones and congliomerates. L.217, spiriferoid horizon, three to four feet above L.216, contains Asyrinxia lata (McCoy), Brachythyris elliptica n.sp. and Acuminothyris triangularis n.sp. in a dark grey siltstone.",gray,lithified,,siltstone,Y,,,,,,"transition zone/lower shoreface",,"body,mold/impression",,autochthonous,,,,,,,,,,,,excellent,,macrofossils,,taxonomic,ichnofossils,"field collection",,,,,,,,"All specimens reposited in The Univeristy of New England Palaeontological Collection (New South Wales, Australia)",,"2006-01-16 11:16:46","2006-01-18 01:55:05"
58015,PaleoDB,"N. Heim",Rhynchonellata,yes,Spiriferida,no,Strophopleuridae,,subfamily,Strophopleurinae,,no,,"n. gen.",Acuminothyris,,,"n. sp.",triangularis,29049,,,,,,,,"N. Heim","N. Heim",,558624,,,15598,,"2006-01-16 11:20:12","2006-01-17 06:20:12",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,15598,1963,"L.217, Bingleburra Formation, Lweinsborrk-Trevallyn fault Block, New South Wales",,Australia,"New South Wales",,801,-32.433,151.567,"based on nearby landmark",-35.04,145.36,"small collection",autochthonous,Lweinsbrook is situated 2.5 miles south-east of the town of Gresford [Lat and Long provided are for Gresford] and approximately 40 miles north-east of Newcastle (text-fig. 1).    Locality grid reference number 46069882 from Dungog 1 Mile Military Sheet,Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",Burindi,Bingleburra,,,L.215,,"no particular order","Lewinsbrook-Trevallyn Fault Block",,,,bed,"the age is described as Upper Tournaisian","The Bingleburra Formation (approximately 3,000 feet in thickness) consists of mudstones, siltstones, oolitic and crinoidal limestones and interbedded sandstones and congliomerates. L.217, spiriferoid horizon, three to four feet above L.216, contains Asyrinxia lata (McCoy), Brachythyris elliptica n.sp. and Acuminothyris triangularis n.sp. in a dark grey siltstone.",gray,lithified,,siltstone,Y,,,,,,"transition zone/lower shoreface",,"body,mold/impression",,autochthonous,,,,,,,,,,,,excellent,,macrofossils,,taxonomic,ichnofossils,"field collection",,,,,,,,"All specimens reposited in The Univeristy of New England Palaeontological Collection (New South Wales, Australia)",,"2006-01-16 11:16:46","2006-01-18 01:55:05"
